k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
134,0.089286,0.089286,0.178571,5.2819628,1,-2.5579270501712728,-2.560251,-10.970127050171273,-10.972451,-0.002323949828727301
134,0.089286,0.089286,0.178571,5.2819628,2,16.824050325012177,17.44605,8.411850325012177,9.03385,0.6219996749878227
134,0.089286,0.089286,0.178571,5.2819628,3,17.92658375850876,18.35286,9.514383758508759,9.94066,0.4262762414912409
134,0.089286,0.089286,0.178571,5.2819628,4,21.91902548384982,22.826709,13.506825483849818,14.414509,0.9076835161501826
135,0.098214,0.098214,0.196429,5.3220719,1,-2.430611762676479,-2.4330846,-10.84281176267648,-10.8452846,-0.0024728373235207712
135,0.098214,0.098214,0.196429,5.3220719,2,16.334788280066956,16.923663,7.922588280066956,8.511463000000001,0.5888747199330453
135,0.098214,0.098214,0.196429,5.3220719,3,17.520373366785787,17.89164,9.108173366785786,9.479439999999999,0.37126663321421205
135,0.098214,0.098214,0.196429,5.3220719,4,22.043375170866558,22.838071,13.631175170866557,14.425870999999999,0.7946958291334418
136,0.107143,0.107143,0.214286,5.362181,1,-2.2914014955851383,-2.2933517,-10.703601495585138,-10.705551700000001,-0.0019502044148618225
136,0.107143,0.107143,0.214286,5.362181,2,15.854522021569823,16.400893,7.442322021569822,7.988693,0.5463709784301773
136,0.107143,0.107143,0.214286,5.362181,3,17.115094168605488,17.446946,8.702894168605487,9.034746,0.3318518313945127
136,0.107143,0.107143,0.214286,5.362181,4,22.179501141859276,22.827535,13.767301141859276,14.415335,0.6480338581407246
137,0.116071,0.116071,0.232143,5.4022901,1,-2.1402732653687333,-2.1413004,-10.552473265368734,-10.5535004,-0.0010271346312666907
137,0.116071,0.116071,0.232143,5.4022901,2,15.383778290261436,15.880309,6.971578290261435,7.468109,0.4965307097385647
137,0.116071,0.116071,0.232143,5.4022901,3,16.71163407445844,17.018714,8.299434074458441,8.606513999999999,0.30707992554155794
137,0.116071,0.116071,0.232143,5.4022901,4,22.327408578102897,22.784637,13.915208578102897,14.372437,0.4572284218971028
138,0.125,0.125,0.25,5.4423993,1,-1.9773318373251745,-1.9773318,-10.389531837325174,-10.3895318,3.732517450671935e-08
138,0.125,0.125,0.25,5.4423993,2,14.922955936489513,15.36675,6.510755936489513,6.954549999999999,0.4437940635104862
138,0.125,0.125,0.25,5.4423993,3,16.310760864679413,16.603944,7.898560864679412,8.191743999999998,0.2931831353205858
138,0.125,0.125,0.25,5.4423993,4,22.487073411455295,22.697887,14.074873411455295,14.285687000000001,0.21081358854470622
139,0.133929,0.133929,0.267857,5.4825084,1,-1.8026263613772522,-1.8019401,-10.214826361377252,-10.2141401,0.0006862613772522508
139,0.133929,0.133929,0.267857,5.4825084,2,14.472358185624318,14.86543,6.060158185624317,6.45323,0.3930718143756824
139,0.133929,0.133929,0.267857,5.4825084,3,15.913192730593948,16.198847,7.500992730593948,7.786647,0.2856542694060522
