ik,iband,path_distance_tpiba,kx_tpiba,ky_tpiba,kz_tpiba,energy_eV,Si_s_weight,Si_p_weight,projection_norm
23,5,0.9166666666666666,0.9166666666666666,0.0,0.0,6.965270375430652,0.34930080942478475,0.5183549533968604,0.8676557628216452
23,6,0.9166666666666666,0.9166666666666666,0.0,0.0,7.262708849575697,0.331119577592643,0.4531542855877427,0.7842738631803856
23,7,0.9166666666666666,0.9166666666666666,0.0,0.0,16.117132272043055,6.322352483090379e-12,0.7231347133731514,0.7231347133794738
23,8,0.9166666666666666,0.9166666666666666,0.0,0.0,16.117132273347238,2.6649344304657647e-13,0.7231429863415526,0.7231429863418191
24,1,0.9583333333333333,0.9583333333333333,0.0,0.0,-1.8048456183827348,0.5654214098667066,0.42772298705710743,0.9931443969238141
24,2,0.9583333333333333,0.9583333333333333,0.0,0.0,-1.1496492163372183,0.5497966094776181,0.4429408207402673,0.9927374302178854
24,3,0.9583333333333333,0.9583333333333333,0.0,0.0,3.501439019191836,1.3121585015196392e-10,0.9942981699059634,0.9942981700371792
24,4,0.9583333333333333,0.9583333333333333,0.0,0.0,3.5014390180163475,1.3628813448472234e-11,0.9942987542101943,0.9942987542238231
24,5,0.9583333333333333,0.9583333333333333,0.0,0.0,7.008668366837155,0.3469587459862981,0.5038445510998636,0.8508032970861616
24,6,0.9583333333333333,0.9583333333333333,0.0,0.0,7.1568796298573565,0.3378211849298759,0.47142677751247314,0.809247962442349
24,7,0.9583333333333333,0.9583333333333333,0.0,0.0,16.471698589466598,2.4833249093551225e-13,0.8017054327628789,0.8017054327631272
24,8,0.9583333333333333,0.9583333333333333,0.0,0.0,16.471698586882024,1.1405256931057484e-12,0.8016911916704654,0.801691191671606
25,1,1.0,1.0,0.0,0.0,-1.481850907845927,0.5576137854622125,0.4353332593188916,0.9929470447811042
25,2,1.0,1.0,0.0,0.0,-1.4818509081279878,0.5576172146251805,0.4353298611704935,0.992947075795674
25,3,1.0,1.0,0.0,0.0,3.494476853942649,1.5694800956899732e-10,0.9943166084348088,0.9943166085917569
25,4,1.0,1.0,0.0,0.0,3.4944768522261307,2.9636090839927374e-11,0.9943167935297494,0.9943167935593855
