ik,band,distance_inv_A,energy_eV,native_weight,pw_weight
25,3,2.294850042731,3.5970540670751254,1.0,1.0000000000000007
25,4,2.294850042731,4.554457939920302,1.0,1.0000000000000007
25,5,2.294850042731,8.824477746924055,1.0,1.0000000000000069
25,6,2.294850042731,9.3071931574613,1.0,0.999999999999999
25,7,2.294850042731,10.73321013026687,1.0,1.0000000000000007
25,8,2.294850042731,14.279647762604725,1.0,1.0000000000000229
26,1,2.386307907185,-3.3212878791825085,1.0,1.0000000000000007
26,2,2.386307907185,-0.7690889705482287,1.0,1.0000000000000004
26,3,2.386307907185,4.228048135982518,1.0,1.0000000000000024
26,4,2.386307907185,4.808519103008869,1.0,1.0000000000000027
26,5,2.386307907185,8.436229012101748,1.0,1.0000000000000036
26,6,2.386307907185,9.40003954655953,1.0,0.9999999999999957
26,7,2.386307907185,10.049680096381953,1.0,1.0000000000000027
26,8,2.386307907185,14.225621872263726,1.0,1.000000000000001
27,1,2.477765771639,-3.403036824996845,1.0,1.0000000000000004
27,2,2.477765771639,-0.8135020184527655,1.0,0.9999999999999998
27,3,2.477765771639,4.774959295163383,1.0,0.9999999999999958
27,4,2.477765771639,4.964379088826108,1.0,0.9999999999999993
27,5,2.477765771639,8.00552291696665,1.0,0.9999999999999996
27,6,2.477765771639,9.510575849852358,1.0,1.0000000000000147
27,7,2.477765771639,9.67264640355852,1.0,1.0000000000000004
27,8,2.477765771639,13.951918354993666,1.0,0.9999999999999986
28,1,2.569223636094,-3.430445165979304,1.0,0.9999999999999997
28,2,2.569223636094,-0.8291418089461727,1.0,0.9999999999999997
28,3,2.569223636094,5.016558347355001,1.0,1.0000000000000007
28,4,2.569223636094,5.0165583473113,1.0,0.9999999999999988
28,5,2.569223636094,7.7891193955539535,1.0,1.0000000000000009
28,6,2.569223636094,9.56101354933773,1.0,1.0000000000000018
28,7,2.569223636094,9.561013549342034,1.0,1.0000000000000002
28,8,2.569223636094,13.823152352979792,1.0,0.9999999999999946
29,1,2.653233048923,-3.5303793918710538,1.0,0.9999999999999993
29,2,2.653233048923,-0.6856251015482756,1.0,0.9999999999999991
29,3,2.653233048923,5.029133953902426,1.0,1.0000000000000007
29,4,2.653233048923,5.029133953811127,1.0,1.0000000000000004
29,5,2.653233048923,7.803346903848646,1.0,1.0000000000000024
29,6,2.653233048923,9.576016130408732,1.0,0.999999999999998
29,7,2.653233048923,9.576016130425442,1.0,1.0000000000000009
